"GEOID10","YEAR","GEO_ID","Census_Tract_Name","Total_Population","Total_Asian","Total_HispanicLatino","Total_Black","Total_White","Median_FAMILIES_Income","Total_Occupied_Housing_Units","Owner_occupied_housing_units","Renter_occupied_housing_units","Total_Families","Percent_Below_Poverty_Level_All_Families","Women_15_to_50_years","Women_15_to_50_years_with_poverty_status_determined","Women_15_to_50_yrs_below_100_percent_of_poverty_level","Women_16_to_50_years_LABOR_FORCE_STATUS","Women_16_to_50_years_LABOR_FORCE_STATUS_In_labor_force","Women_15_to_50_yrs_PUBLIC_ASSISTANCE_INCOME_IN_THE_PAST_12_MONTHS_Received_public_assistance_income","Women_with_births_in_the_past_12_months_Number_Women_15_to_50_years","Women_15_to_50_years_High_school_graduate_includes_equivalency","Women_15_to_50_years_Bachelors_degree","total_alaska","total_islander","total_other","new_pop","Prop_Asian","Prop_Hispanic_Latino","Prop_Black","Prop_White","Prop_Owner","Prop_Renter","Prop_women15to50","Prop_PovertyStatusDetermined_women15to50","Prop_Below100percPoverty_women15to50","Prop_ReceivedPublicAssistanceIncome_women15to50","Prop_InLaborForce_women16to50","Prop_BirthsInPast12Months_women15to50","Prop_HighschoolGrad_women15to50","Prop_BachelorsDegree_women15to50","violent","nonviolent","Total","violent_rate","nonviolent_rate","imm_dang","unsafe","violation"
"42101000200",2013,"1400000US42101000200","Census Tract 2, Philadelphia County, Pennsylvania",2937,1420,33,83,673,"38160",998,411,587,399,"15.3",582,512,68,582,470,11,25,81,170,0,0,18,2194,0.6472197,0.01504102,0.03783045,0.3067457,0.4118236,0.5881764,0.2652689,0.8797251,0.1328125,0.01890034,0.8075601,0.04295533,0.1391753,0.2920962,84,161,2215,3792.32505643341,7268.6230248307,NA,0,80
"42101000200",2014,"1400000US42101000200","Census Tract 2, Philadelphia County, Pennsylvania",2285,1277,37,134,780,"39375",995,418,577,420,"15.2",621,541,96,621,490,6,0,121,182,0,0,23,2214,0.5767841,0.01671183,0.06052394,0.3523035,0.4201005,0.5798995,0.2804878,0.8711755,0.1774492,0.009661836,0.7890499,0,0.194847,0.2930757,90,163,2285,3938.73085339169,7133.47921225383,NA,0,54
"42101000200",2015,"1400000US42101000200","Census Tract 2, Philadelphia County, Pennsylvania",2331,1183,36,141,911,"51607",954,379,575,431,"15.8",747,663,217,747,533,7,7,100,239,11,0,21,2267,0.521835,0.01588002,0.06219674,0.4018527,0.3972746,0.6027254,0.3295104,0.8875502,0.3273002,0.009370817,0.7135207,0.009370817,0.1338688,0.3199465,103,197,2331,4418.70441870442,8451.30845130845,NA,0,85
"42101000200",2016,"1400000US42101000200","Census Tract 2, Philadelphia County, Pennsylvania",2563,1389,111,156,825,"57650",950,358,592,483,"13.7",828,746,314,828,589,11,66,137,254,13,0,46,2429,0.5718403,0.04569782,0.06422396,0.3396459,0.3768421,0.6231579,0.340881,0.9009662,0.4209115,0.01328502,0.7113527,0.07971014,0.1654589,0.3067633,102,192,2563,3979.71127584862,7491.2212251268,NA,0,37
"42101000200",2017,"1400000US42101000200","Census Tract 2, Philadelphia County, Pennsylvania",2683,1626,118,142,698,"43008",1010,358,652,503,"21.3",882,803,441,882,460,0,31,243,391,16,0,52,2534,0.6416732,0.04656669,0.05603788,0.2754538,0.3544554,0.6455446,0.3480663,0.9104308,0.5491905,0,0.521542,0.03514739,0.2755102,0.4433107,117,192,2683,4360.79016026836,7156.16846813269,NA,1,42
"42101000300",2010,"1400000US42101000300","Census Tract 3, Philadelphia County, Pennsylvania",3169,723,316,491,2968,"121516",1832,551,1281,605,"1.8",2308,890,59,2308,1225,0,54,358,269,0,0,13,4195,0.172348,0.07532777,0.1170441,0.7075089,0.3007642,0.6992358,0.5501788,0.3856153,0.06629213,0,0.5307626,0.02339688,0.1551127,0.1165511,91,397,4333,2100.16155088853,9162.24324948073,NA,0,23
"42101000300",2011,"1400000US42101000300","Census Tract 3, Philadelphia County, Pennsylvania",3365,578,412,268,2367,"139125",1804,481,1323,561,"4.3",1225,851,56,1225,842,0,37,99,228,0,0,13,3226,0.1791692,0.1277123,0.08307502,0.733726,0.2666297,0.7333703,0.3797272,0.6946939,0.06580494,0,0.6873469,0.03020408,0.08081633,0.1861224,116,357,3365,3447.25111441308,10609.2124814264,NA,0,33
"42101000300",2012,"1400000US42101000300","Census Tract 3, Philadelphia County, Pennsylvania",3509,509,413,271,2595,"125156",1854,456,1398,597,"7.2",1262,889,96,1262,815,11,51,122,300,0,0,32,3407,0.1493983,0.121221,0.07954212,0.7616672,0.2459547,0.7540453,0.3704139,0.7044374,0.1079865,0.008716323,0.6458003,0.04041204,0.09667195,0.2377179,115,276,3509,3277.28697634654,7865.48874323169,NA,0,49
"42101000300",2013,"1400000US42101000300","Census Tract 3, Philadelphia County, Pennsylvania",3169,392,338,215,2628,"148295",1768,447,1321,551,"6.2",1205,886,78,1205,858,10,20,63,367,0,0,55,3290,0.1191489,0.1027356,0.06534954,0.7987842,0.2528281,0.7471719,0.3662614,0.7352697,0.08803612,0.008298755,0.7120332,0.01659751,0.05228216,0.3045643,90,282,3398,2648.61683343143,8298.99941141848,NA,0,61
"42101000300",2014,"1400000US42101000300","Census Tract 3, Philadelphia County, Pennsylvania",3438,333,398,179,2809,"143750",1735,431,1304,567,"5.1",1126,926,74,1126,826,39,8,110,359,0,0,30,3351,0.09937332,0.1187705,0.05341689,0.8382572,0.248415,0.751585,0.3360191,0.8223801,0.07991361,0.03463588,0.7335702,0.007104796,0.09769094,0.3188277,112,248,3438,3257.70796974985,7213.49621873182,NA,0,76
"42101000300",2015,"1400000US42101000300","Census Tract 3, Philadelphia County, Pennsylvania",3405,410,298,179,2710,"127917",1717,507,1210,623,"4.2",1103,926,81,1103,854,41,8,76,364,0,0,29,3328,0.1231971,0.08954327,0.05378606,0.8143029,0.2952825,0.7047175,0.3314303,0.8395286,0.087473,0.03717135,0.774252,0.007252947,0.06890299,0.3300091,156,215,3405,4581.49779735683,6314.24375917768,NA,0,38
"42101000300",2016,"1400000US42101000300","Census Tract 3, Philadelphia County, Pennsylvania",3530,447,254,150,2740,"130368",1765,439,1326,617,"3.4",1276,1097,96,1243,883,41,45,84,543,0,21,25,3383,0.1321312,0.07508129,0.04433934,0.809932,0.2487252,0.7512748,0.37718,0.8597179,0.08751139,0.03213166,0.7103781,0.03526646,0.06583072,0.4255486,167,198,3530,4730.87818696884,5609.06515580737,NA,0,44
"42101000300",2017,"1400000US42101000300","Census Tract 3, Philadelphia County, Pennsylvania",3534,540,297,170,2603,"138857",1805,416,1389,606,"2.6",1274,1095,73,1247,911,30,45,67,515,0,18,0,3331,0.1621135,0.08916241,0.05103573,0.781447,0.2304709,0.7695291,0.3824677,0.8594976,0.06666667,0.02354788,0.7305533,0.03532182,0.05259027,0.4042386,165,260,3534,4668.93039049236,7357.10243350311,NA,2,16
"42101000401",2010,"1400000US42101000401","Census Tract 4.01, Philadelphia County, Pennsylvania",2125,395,84,99,876,"9583",1169,165,1004,165,"50.9",601,601,139,601,566,32,0,0,336,14,0,0,1384,0.2854046,0.06069364,0.07153179,0.632948,0.1411463,0.8588537,0.4342486,1,0.2312812,0.05324459,0.9417637,0,0,0.5590682,47,141,1525,3081.96721311475,9245.90163934426,NA,NA,15
"42101000401",2011,"1400000US42101000401","Census Tract 4.01, Philadelphia County, Pennsylvania",2034,544,80,180,1172,"9637",1491,372,1119,253,"51.8",778,778,149,778,721,45,0,14,347,12,0,0,1908,0.2851153,0.04192872,0.09433962,0.6142558,0.249497,0.750503,0.4077568,1,0.1915167,0.05784062,0.9267352,0,0.01799486,0.4460154,33,126,2034,1622.41887905605,6194.69026548673,NA,NA,22
"42101000401",2012,"1400000US42101000401","Census Tract 4.01, Philadelphia County, Pennsylvania",2287,564,55,261,1319,"23320",1632,422,1210,315,"44.4",835,835,91,835,762,40,0,8,370,13,0,0,2157,0.2614743,0.02549838,0.1210014,0.6114975,0.2585784,0.7414216,0.3871117,1,0.108982,0.04790419,0.9125749,0,0.009580838,0.4431138,36,109,2287,1574.11456055969,4766.06908613905,NA,NA,31
"42101000401",2013,"1400000US42101000401","Census Tract 4.01, Philadelphia County, Pennsylvania",2125,612,80,293,1399,"86111",1703,488,1215,376,"28.5",891,891,92,891,814,42,0,6,398,14,0,8,2326,0.2631126,0.03439381,0.1259673,0.6014617,0.2865531,0.7134469,0.383061,1,0.1032548,0.04713805,0.9135802,0,0.006734007,0.4466891,41,102,2458,1668.0227827502,4149.71521562246,NA,NA,58
"42101000401",2014,"1400000US42101000401","Census Tract 4.01, Philadelphia County, Pennsylvania",2566,672,160,331,1529,"82727",1707,519,1188,474,"33.3",781,781,119,781,631,8,25,30,353,0,0,8,2540,0.2645669,0.06299213,0.130315,0.6019685,0.3040422,0.6959578,0.3074803,1,0.1523688,0.01024328,0.8079385,0.03201024,0.03841229,0.4519846,32,81,2566,1247.07716289945,3156.66406858924,NA,NA,31
"42101000401",2015,"1400000US42101000401","Census Tract 4.01, Philadelphia County, Pennsylvania",2836,762,176,365,1664,"72833",1830,537,1293,488,"33.0",898,898,157,898,680,7,25,31,356,0,0,8,2799,0.2722401,0.0628796,0.1304037,0.594498,0.2934426,0.7065574,0.3208289,1,0.174833,0.0077951,0.7572383,0.02783964,0.03452116,0.3964365,42,94,2836,1480.95909732017,3314.52750352609,NA,NA,26
"42101000401",2016,"1400000US42101000401","Census Tract 4.01, Philadelphia County, Pennsylvania",2666,663,187,346,1605,"89722",1670,415,1255,508,"23.2",931,931,156,931,677,0,30,29,437,0,0,8,2622,0.2528604,0.0713196,0.1319603,0.6121281,0.248503,0.751497,0.3550725,1,0.1675618,0,0.7271751,0.03222342,0.0311493,0.4693878,49,68,2666,1837.95948987247,2550.63765941485,NA,NA,22
"42101000401",2017,"1400000US42101000401","Census Tract 4.01, Philadelphia County, Pennsylvania",2632,667,137,310,1575,"107147",1690,491,1199,489,"18.8",918,918,117,918,727,0,35,12,404,0,0,9,2561,0.2604451,0.05349473,0.1210465,0.6149941,0.2905325,0.7094675,0.3584537,1,0.127451,0,0.791939,0.03812636,0.0130719,0.4400871,46,79,2632,1747.72036474164,3001.51975683891,NA,NA,9
"42101000402",2010,"1400000US42101000402","Census Tract 4.02, Philadelphia County, Pennsylvania",3142,137,73,134,2762,"100494",2295,1242,1053,539,"0.0",589,589,54,589,551,0,0,28,161,0,0,28,3061,0.04475662,0.02384842,0.04377654,0.9023195,0.5411765,0.4588235,0.1924208,1,0.09168081,0,0.9354839,0,0.0475382,0.2733447,217,431,3156,6875.79214195184,13656.5272496831,NA,0,33
"42101000402",2011,"1400000US42101000402","Census Tract 4.02, Philadelphia County, Pennsylvania",3198,126,70,114,2882,"99375",2421,1413,1008,454,"5.1",717,717,153,717,559,0,0,29,277,0,0,0,3122,0.04035874,0.02242152,0.03651505,0.9231262,0.5836431,0.4163569,0.2296605,1,0.2133891,0,0.7796374,0,0.0404463,0.3863319,222,497,3198,6941.83864915572,15540.9631019387,NA,0,45
"42101000402",2012,"1400000US42101000402","Census Tract 4.02, Philadelphia County, Pennsylvania",3021,184,45,61,2715,"107227",2307,1392,915,425,"4.7",672,672,158,672,531,0,0,18,283,0,0,0,2960,0.06216216,0.0152027,0.02060811,0.9172297,0.603381,0.396619,0.227027,1,0.235119,0,0.7901786,0,0.02678571,0.421131,198,406,3021,6554.12115193644,13439.2585236677,NA,0,26
"42101000402",2013,"1400000US42101000402","Census Tract 4.02, Philadelphia County, Pennsylvania",3142,228,40,39,2610,"129732",2231,1314,917,359,"5.3",738,738,162,738,593,0,0,14,349,0,0,0,2877,0.07924922,0.01390337,0.01355579,0.907195,0.5889736,0.4110264,0.2565172,1,0.2195122,0,0.803523,0,0.01897019,0.4728997,168,386,2892,5809.12863070539,13347.1645919779,NA,0,100
"42101000402",2014,"1400000US42101000402","Census Tract 4.02, Philadelphia County, Pennsylvania",3067,232,50,62,2761,"103571",2391,1481,910,418,"4.8",785,785,165,785,558,0,0,9,367,0,0,0,3055,0.07594108,0.01636661,0.0202946,0.9037643,0.6194061,0.3805939,0.2569558,1,0.2101911,0,0.710828,0,0.01146497,0.4675159,194,341,3067,6325.39941310727,11118.3567003587,NA,0,103
"42101000402",2015,"1400000US42101000402","Census Tract 4.02, Philadelphia County, Pennsylvania",3049,288,37,135,2581,"103125",2445,1515,930,470,"4.9",827,827,188,827,564,0,0,8,374,0,0,0,3004,0.09587217,0.01231691,0.04494008,0.8591877,0.6196319,0.3803681,0.2752996,1,0.2273277,0,0.6819831,0,0.009673519,0.452237,282,311,3049,9248.93407674647,10200.0655952771,NA,0,74
"42101000402",2016,"1400000US42101000402","Census Tract 4.02, Philadelphia County, Pennsylvania",3202,249,16,178,2721,"104073",2380,1442,938,519,"0.0",961,961,101,961,724,0,0,35,444,0,0,0,3148,0.07909784,0.005082592,0.05654384,0.8643583,0.6058824,0.3941176,0.3052732,1,0.1050989,0,0.7533819,0,0.0364204,0.4620187,343,405,3202,10712.0549656465,12648.3447845097,NA,0,67
"42101000402",2017,"1400000US42101000402","Census Tract 4.02, Philadelphia County, Pennsylvania",3299,263,29,193,2807,"103583",2483,1493,990,521,"0.0",980,980,112,965,716,0,0,43,423,0,0,0,3263,0.08060067,0.008887527,0.05914802,0.8602513,0.6012888,0.3987112,0.3003371,1,0.1142857,0,0.7419689,0,0.04387755,0.4316327,281,421,3299,8517.73264625644,12761.4428614732,NA,1,21
"42101000500",2010,"1400000US42101000500","Census Tract 5, Philadelphia County, Pennsylvania",2329,192,205,446,849,"62208",636,11,625,97,"0.0",524,448,109,524,401,40,28,109,109,8,0,74,1569,0.1223709,0.1306565,0.2842575,0.541109,0.0172956,0.9827044,0.3339707,0.8549618,0.2433036,0.07633588,0.7652672,0.05343511,0.2080153,0.2080153,389,1077,1606,24221.6687422167,67061.0211706102,NA,0,41
"42101000500",2011,"1400000US42101000500","Census Tract 5, Philadelphia County, Pennsylvania",2113,307,502,627,876,"61150",660,2,658,79,"0.0",540,417,88,540,383,11,23,98,101,19,0,219,2048,0.1499023,0.2451172,0.3061523,0.4277344,0.003030303,0.9969697,0.2636719,0.7722222,0.2110312,0.02037037,0.7092593,0.04259259,0.1814815,0.187037,363,1137,2113,17179.3658305726,53809.7491717937,NA,0,84
"42101000500",2012,"1400000US42101000500","Census Tract 5, Philadelphia County, Pennsylvania",2194,400,480,679,867,"63523",711,20,691,100,"0.0",574,452,112,574,384,68,23,123,121,17,0,158,2121,0.1885903,0.2263083,0.320132,0.4087694,0.0281294,0.9718706,0.2706271,0.7874564,0.2477876,0.1184669,0.6689895,0.04006969,0.2142857,0.2108014,348,1192,2194,15861.4402917046,54329.9908842297,NA,0,112
"42101000500",2013,"1400000US42101000500","Census Tract 5, Philadelphia County, Pennsylvania",2329,400,436,782,841,"100227",736,25,711,130,"0.0",706,502,161,706,416,129,27,176,128,23,0,141,2187,0.1828989,0.1993599,0.3575674,0.384545,0.03396739,0.9660326,0.3228166,0.7110482,0.3207171,0.1827195,0.5892351,0.03824363,0.2492918,0.1813031,331,1051,2267,14600.7940008822,46360.8292898103,NA,0,91
"42101000500",2014,"1400000US42101000500","Census Tract 5, Philadelphia County, Pennsylvania",2388,390,429,763,1040,"101250",795,30,765,122,"0.0",743,554,197,743,427,134,33,176,174,29,0,114,2336,0.1669521,0.1836473,0.3266267,0.4452055,0.03773585,0.9622642,0.3180651,0.7456258,0.3555957,0.1803499,0.5746972,0.04441454,0.2368775,0.2341857,307,869,2388,12855.94639866,36390.2847571189,NA,0,113
"42101000500",2015,"1400000US42101000500","Census Tract 5, Philadelphia County, Pennsylvania",2316,374,404,800,999,"101364",797,32,765,102,"0.0",778,601,294,778,418,135,20,152,231,14,0,75,2262,0.1653404,0.178603,0.3536693,0.4416446,0.04015056,0.9598494,0.3439434,0.7724936,0.4891847,0.1735219,0.5372751,0.02570694,0.1953728,0.2969152,326,965,2316,14075.9930915371,41666.6666666667,NA,0,76
"42101000500",2016,"1400000US42101000500","Census Tract 5, Philadelphia County, Pennsylvania",2451,361,342,851,1126,"104400",874,50,824,148,"0.0",826,627,287,826,427,147,40,163,231,15,0,28,2381,0.151617,0.1436371,0.3574129,0.4729105,0.05720824,0.9427918,0.3469131,0.7590799,0.4577352,0.1779661,0.5169492,0.04842615,0.1973366,0.279661,279,914,2451,11383.1089351285,37290.9016727866,NA,0,50
"42101000500",2017,"1400000US42101000500","Census Tract 5, Philadelphia County, Pennsylvania",2514,422,312,877,1096,"107083",933,42,891,160,"0.0",897,659,298,897,457,121,52,152,219,19,0,36,2450,0.1722449,0.1273469,0.3579592,0.4473469,0.04501608,0.9549839,0.3661224,0.7346711,0.4522003,0.1348941,0.509476,0.05797101,0.1694537,0.2441472,297,903,2514,11813.8424821002,35918.8544152745,NA,2,40
"42101000600",2010,"1400000US42101000600","Census Tract 6, Philadelphia County, Pennsylvania",1781,319,55,316,863,"106574",653,21,632,130,"19.2",687,344,80,687,500,0,0,220,58,0,0,0,1498,0.2129506,0.03671562,0.2109479,0.5761015,0.03215926,0.9678407,0.4586115,0.5007278,0.2325581,0,0.727802,0,0.3202329,0.08442504,73,272,1541,4737.18364698248,17650.8760545101,NA,0,36
"42101000600",2011,"1400000US42101000600","Census Tract 6, Philadelphia County, Pennsylvania",1641,311,104,340,926,"132813",613,10,603,134,"22.4",692,336,78,692,441,0,0,177,130,0,0,19,1596,0.1948622,0.06516291,0.2130326,0.5802005,0.01631321,0.9836868,0.433584,0.4855491,0.2321429,0,0.6372832,0,0.2557803,0.1878613,94,271,1641,5728.21450335161,16514.3205362584,NA,0,77
"42101000600",2012,"1400000US42101000600","Census Tract 6, Philadelphia County, Pennsylvania",1565,247,75,298,983,"111607",639,15,624,103,"21.4",670,360,101,670,376,6,0,109,141,0,0,8,1536,0.1608073,0.04882812,0.1940104,0.639974,0.02347418,0.9765258,0.4361979,0.5373134,0.2805556,0.008955224,0.561194,0,0.1626866,0.2104478,80,253,1565,5111.82108626198,16166.1341853035,NA,0,46
"42101000600",2013,"1400000US42101000600","Census Tract 6, Philadelphia County, Pennsylvania",1781,254,133,168,1051,"114837",631,14,617,151,"21.2",661,411,109,661,412,5,0,117,125,0,0,30,1503,0.1689953,0.08848969,0.1117764,0.6992681,0.022187,0.977813,0.4397871,0.6217852,0.2652068,0.007564297,0.623298,0,0.1770045,0.1891074,77,253,1534,5019.55671447197,16492.8292046936,NA,0,83
"42101000600",2014,"1400000US42101000600","Census Tract 6, Philadelphia County, Pennsylvania",1455,197,86,150,1077,"114028",666,13,653,87,"20.7",630,443,133,630,383,6,3,72,149,0,0,22,1446,0.1362379,0.05947441,0.1037344,0.7448133,0.01951952,0.9804805,0.4356846,0.7031746,0.3002257,0.00952381,0.6079365,0.004761905,0.1142857,0.2365079,73,263,1455,5017.18213058419,18075.6013745704,NA,0,93
"42101000600",2015,"1400000US42101000600","Census Tract 6, Philadelphia County, Pennsylvania",1341,187,110,214,898,"121136",650,6,644,72,"5.6",604,419,129,604,407,6,4,51,138,0,0,27,1326,0.1410256,0.08295626,0.1613876,0.6772247,0.009230769,0.9907692,0.4555053,0.6937086,0.3078759,0.009933775,0.6738411,0.006622517,0.08443709,0.2284768,57,202,1341,4250.55928411633,15063.3855331842,NA,0,42
"42101000600",2016,"1400000US42101000600","Census Tract 6, Philadelphia County, Pennsylvania",1301,140,128,141,991,"124271",676,33,643,105,"3.8",554,408,97,554,394,6,5,27,114,0,0,20,1292,0.1083591,0.09907121,0.1091331,0.7670279,0.04881657,0.9511834,0.4287926,0.7364621,0.2377451,0.01083032,0.7111913,0.009025271,0.04873646,0.2057762,79,244,1301,6072.25211375865,18754.8039969254,NA,1,36
"42101000600",2017,"1400000US42101000600","Census Tract 6, Philadelphia County, Pennsylvania",1207,126,132,86,971,"127083",674,38,636,114,"4.4",467,407,84,467,351,0,11,7,116,0,0,22,1205,0.1045643,0.1095436,0.07136929,0.8058091,0.05637982,0.9436202,0.3875519,0.8715203,0.2063882,0,0.751606,0.0235546,0.01498929,0.248394,68,259,1207,5633.80281690141,21458.1607290804,NA,2,25
"42101000700",2010,"1400000US42101000700","Census Tract 7, Philadelphia County, Pennsylvania",3082,355,28,128,1981,"82841",1943,478,1465,219,"0.0",748,748,172,748,493,0,37,14,391,14,0,15,2493,0.1423987,0.01123145,0.05134376,0.7946249,0.2460113,0.7539887,0.3000401,1,0.2299465,0,0.6590909,0.04946524,0.01871658,0.5227273,141,743,2538,5555.55555555556,29275.0197005516,NA,0,61
"42101000700",2011,"1400000US42101000700","Census Tract 7, Philadelphia County, Pennsylvania",2589,373,75,270,1889,"87434",1972,462,1510,247,"0.0",807,805,154,807,578,0,36,14,371,0,0,13,2545,0.1465619,0.02946955,0.1060904,0.7422397,0.2342799,0.7657201,0.3170923,0.9975217,0.1913043,0,0.716233,0.04460967,0.0173482,0.4597274,127,816,2589,4905.36886828891,31517.9606025492,NA,0,121
"42101000700",2012,"1400000US42101000700","Census Tract 7, Philadelphia County, Pennsylvania",2650,371,94,254,1975,"109333",2010,471,1539,296,"0.0",927,922,340,927,544,0,39,16,517,0,0,14,2614,0.1419281,0.03596021,0.09716909,0.7555471,0.2343284,0.7656716,0.3546289,0.9946063,0.3687636,0,0.5868393,0.0420712,0.01725998,0.5577131,135,701,2650,5094.33962264151,26452.8301886792,NA,0,64
"42101000700",2013,"1400000US42101000700","Census Tract 7, Philadelphia County, Pennsylvania",3082,536,102,334,1812,"95000",2069,472,1597,280,"6.4",890,887,366,890,532,0,0,20,503,0,0,0,2682,0.1998509,0.03803132,0.1245339,0.6756152,0.2281295,0.7718705,0.3318419,0.9966292,0.4126268,0,0.5977528,0,0.02247191,0.5651685,96,684,2697,3559.510567297,25361.5127919911,NA,0,142
